target_flag,gender,education,home_value,age,buy_online,mosaic_group,marital,poc,occupation,mortgage,home_owner,region,new_car,home_income
Y,M,2. Some College,204429,2_<=25,Y,C,,Y,Professional,1Low,Owner,Midwest,2,H
Y,F,3. Bach,338118,4_<=45,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,J
N,M,4. Grad,113665,7_>65,Y,D,Married,N,Professional,1Low,Owner,South,1,E
N,M,2. Some College,225891,1_Unk,N,B,,U,Professional,1Low,Owner,Midwest,5,H
Y,M,4. Grad,317861,7_>65,Y,C,,Y,Retired,3High,Owner,South,1,E
Y,M,2. Some College,132369,4_<=45,Y,F,,Y,Blue Collar,1Low,Owner,Midwest,8,H
N,F,1. HS,0,1_Unk,N,G,,U,Sales/Service,1Low,Renter,South,9,A
N,F,2. Some College,313600,1_Unk,N,A,,Y,Professional,1Low,,Midwest,1,G
Y,M,2. Some College,136032,3_<=35,Y,E,,N,Professional,1Low,Owner,Northeast,5,E
N,F,2. Some College,120499,4_<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,South,8,E
Y,M,4. Grad,521663,1_Unk,N,B,Married,Y,Professional,1Low,Owner,West,4,H
N,M,0. <HS,0,3_<=35,N,F,,Y,Blue Collar,1Low,,South,9,D
N,F,3. Bach,0,3_<=35,Y,G,,U,Blue Collar,1Low,Renter,Midwest,9,G
N,F,4. Grad,0,1_Unk,Y,F,,U,Sales/Service,1Low,,Northeast,2,C
N,M,3. Bach,380595,4_<=45,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,J
N,F,4. Grad,539201,5_<=55,Y,C,,Y,Professional,2Med,Owner,West,1,G
N,F,2. Some College,78628,5_<=55,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,9,D
Y,F,2. Some College,555464,3_<=35,N,B,,N,Sales/Service,3High,Owner,West,4,F
N,F,1. HS,168950,4_<=45,Y,B,,N,Sales/Service,2Med,Owner,South,3,E
N,M,2. Some College,62337,2_<=25,Y,J,Married,Y,Blue Collar,1Low,Owner,South,8,E
Y,F,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,9,C
N,F,2. Some College,168884,3_<=35,N,F,,Y,Sales/Service,1Low,Owner,South,1,B
Y,F,3. Bach,111180,6_<=65,Y,I,Married,N,Professional,1Low,Owner,South,2,D
N,F,0. <HS,318530,7_>65,Y,C,,Y,Retired,1Low,Owner,South,4,G
N,F,2. Some College,158704,1_Unk,Y,C,Married,Y,Sales/Service,1Low,Owner,South,2,C
N,M,2. Some College,329725,6_<=65,Y,E,Married,Y,Professional,1Low,Owner,Northeast,1,A
N,U,3. Bach,418658,1_Unk,Y,E,,N,Professional,1Low,Owner,South,1,G
N,M,0. <HS,170836,2_<=25,N,E,Married,N,Blue Collar,2Med,Owner,South,3,E
Y,M,2. Some College,450887,5_<=55,Y,C,,Y,Professional,3High,Owner,South,1,J
N,M,2. Some College,0,4_<=45,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,F
Y,M,3. Bach,238913,1_Unk,Y,C,Married,Y,Sales/Service,2Med,Owner,South,6,G
Y,M,1. HS,668562,6_<=65,Y,B,Married,Y,Professional,3High,Owner,West,4,J
N,F,2. Some College,261600,5_<=55,Y,H,,N,Professional,1Low,Owner,South,2,C
N,M,4. Grad,760144,5_<=55,Y,C,Married,U,Professional,2Med,Owner,Northeast,1,J
N,F,1. HS,46483,6_<=65,Y,I,,U,Professional,1Low,Owner,South,3,D
Y,M,2. Some College,568162,3_<=35,N,B,Married,Y,Sales/Service,1Low,Owner,South,1,J
N,F,1. HS,0,5_<=55,Y,J,Married,Y,Sales/Service,1Low,Owner,Midwest,8,F
N,M,2. Some College,192930,2_<=25,Y,E,,Y,Professional,1Low,Owner,South,1,E
Y,M,3. Bach,350697,4_<=45,Y,B,Married,Y,Professional,3High,Owner,South,3,I
N,F,1. HS,139323,6_<=65,Y,I,,N,Sales/Service,1Low,Owner,West,3,B
Y,F,1. HS,295880,6_<=65,Y,E,Married,U,Sales/Service,1Low,Owner,West,4,E
Y,M,1. HS,779971,2_<=25,Y,C,,Y,Professional,3High,Owner,South,1,H
N,F,4. Grad,150975,5_<=55,Y,E,,U,Professional,1Low,Owner,South,1,E
N,F,2. Some College,0,3_<=35,N,G,,Y,Sales/Service,1Low,,South,9,A
N,M,3. Bach,0,5_<=55,N,G,Married,U,Sales/Service,1Low,,Midwest,7,B
N,M,3. Bach,238056,5_<=55,Y,C,Married,U,Professional,1Low,Owner,Midwest,2,E
N,M,1. HS,93369,7_>65,N,D,Married,N,Retired,1Low,Owner,Northeast,2,D
Y,M,2. Some College,123442,5_<=55,N,C,Married,Y,Blue Collar,2Med,Owner,South,4,F
Y,M,4. Grad,340516,6_<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,J
N,M,1. HS,0,7_>65,N,I,,N,Retired,1Low,Owner,Midwest,3,D
Y,M,4. Grad,812595,5_<=55,N,B,,N,Professional,3High,Owner,West,1,H
Y,F,3. Bach,2000000,5_<=55,N,A,,U,Professional,1Low,,South,1,H
Y,F,3. Bach,262014,7_>65,Y,D,Married,N,Retired,2Med,Owner,Midwest,1,H
N,F,0. <HS,0,3_<=35,N,H,,Y,Others,1Low,Renter,Midwest,9,D
N,M,4. Grad,952311,5_<=55,Y,B,,U,Professional,3High,Owner,South,1,J
Y,M,4. Grad,2211828,5_<=55,Y,B,Married,N,Professional,3High,Owner,West,1,L
Y,F,1. HS,27729,5_<=55,Y,G,,Y,Sales/Service,1Low,Renter,South,7,D
Y,M,3. Bach,313830,4_<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,2,I
Y,M,3. Bach,0,3_<=35,Y,G,Single,U,Sales/Service,1Low,Renter,South,9,A
Y,M,4. Grad,68670,4_<=45,Y,F,Married,Y,Professional,2Med,Owner,Midwest,4,D
Y,M,1. HS,0,1_Unk,Y,J,,Y,Blue Collar,1Low,Owner,South,8,E
Y,F,4. Grad,59854,4_<=45,Y,E,Married,Y,Professional,1Low,Owner,South,8,D
Y,F,3. Bach,539005,7_>65,Y,B,,N,Retired,2Med,Owner,West,2,F
N,F,0. <HS,106009,3_<=35,N,E,,Y,Sales/Service,1Low,Owner,South,2,F
Y,M,2. Some College,708249,7_>65,Y,I,Married,N,Professional,1Low,Owner,Midwest,1,F
Y,M,2. Some College,340799,5_<=55,Y,B,,Y,Sales/Service,2Med,Owner,Midwest,1,I
N,F,2. Some College,0,1_Unk,N,G,,N,Sales/Service,1Low,Renter,Northeast,9,C
N,M,2. Some College,344232,4_<=45,Y,C,Married,Y,Others,3High,Owner,South,1,F
N,F,3. Bach,281220,1_Unk,Y,C,,Y,Sales/Service,1Low,Owner,Midwest,2,H
N,F,3. Bach,453222,5_<=55,Y,B,Married,N,Professional,3High,Owner,Northeast,1,L
N,F,1. HS,0,3_<=35,N,A,Married,Y,Sales/Service,1Low,Renter,South,9,F
Y,M,4. Grad,311958,7_>65,Y,D,Married,N,Retired,1Low,Owner,South,3,G
Y,M,1. HS,146496,4_<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,South,1,E
N,M,1. HS,270265,1_Unk,Y,B,,Y,Sales/Service,1Low,Owner,Northeast,2,G
N,M,0. <HS,0,7_>65,N,J,,U,Retired,1Low,Owner,West,4,D
N,F,2. Some College,58830,2_<=25,N,F,,Y,Sales/Service,1Low,Owner,Midwest,5,D
N,M,2. Some College,123824,5_<=55,Y,F,,U,Professional,1Low,Owner,Northeast,1,E
N,M,3. Bach,163471,5_<=55,Y,I,Married,N,Others,1Low,Owner,Midwest,3,I
N,F,2. Some College,113305,4_<=45,N,E,Married,Y,Sales/Service,1Low,Owner,Midwest,7,A
N,F,0. <HS,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,South,9,A
N,F,4. Grad,399332,4_<=45,Y,B,Single,Y,Professional,1Low,Owner,Northeast,1,F
Y,M,3. Bach,557208,4_<=45,N,A,Single,U,Sales/Service,3High,Owner,West,2,E
N,M,2. Some College,30344,7_>65,Y,D,,N,Sales/Service,1Low,Owner,South,2,D
N,M,2. Some College,137830,5_<=55,N,D,,N,Sales/Service,1Low,Owner,Northeast,7,D
Y,M,3. Bach,0,4_<=45,N,F,Single,Y,Blue Collar,1Low,Owner,Midwest,8,G
Y,M,,201650,1_Unk,N,B,,U,Professional,1Low,Owner,Midwest,6,G
Y,F,3. Bach,327632,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,Midwest,3,F
Y,M,2. Some College,894083,4_<=45,Y,C,Married,U,Professional,1Low,Owner,Rest,2,F
Y,U,,310868,1_Unk,Y,C,Married,Y,Sales/Service,2Med,Owner,Northeast,1,F
N,F,2. Some College,266941,6_<=65,Y,B,Married,N,Professional,2Med,Owner,South,2,I
N,M,2. Some College,1728195,1_Unk,Y,C,Married,Y,Professional,1Low,Owner,West,2,G
N,F,2. Some College,0,7_>65,N,U,,0,Retired,1Low,,Northeast,0,U
N,M,2. Some College,167794,5_<=55,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,2,F
N,M,2. Some College,240181,1_Unk,Y,C,Married,N,Professional,2Med,Owner,South,1,G
Y,M,2. Some College,978961,2_<=25,Y,C,,Y,Professional,1Low,Owner,South,1,H
Y,M,2. Some College,0,4_<=45,Y,A,,U,Sales/Service,1Low,,South,2,H
N,F,1. HS,576293,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,West,2,I
Y,M,1. HS,421830,1_Unk,Y,B,,Y,Sales/Service,1Low,Renter,Northeast,2,B
N,F,,0,2_<=25,N,H,,U,Sales/Service,1Low,Renter,Midwest,4,B
N,F,2. Some College,194227,2_<=25,N,C,Single,N,Professional,1Low,Owner,South,4,E
Y,M,4. Grad,448905,7_>65,Y,B,Married,N,Retired,1Low,Owner,Midwest,1,L
Y,F,2. Some College,473714,4_<=45,N,C,Married,Y,Professional,1Low,,West,8,F
Y,F,2. Some College,164372,1_Unk,Y,F,,Y,Others,1Low,Renter,South,1,E
N,M,0. <HS,0,1_Unk,N,G,,U,Blue Collar,1Low,Renter,South,9,C
Y,M,4. Grad,410084,4_<=45,Y,C,Married,Y,Professional,2Med,Owner,South,1,H
N,F,0. <HS,27097,1_Unk,Y,I,Married,Y,Blue Collar,1Low,Owner,South,9,C
Y,M,4. Grad,412020,7_>65,Y,E,,N,Professional,1Low,Owner,Northeast,2,G
Y,M,,284064,1_Unk,Y,E,,N,Others,2Med,Owner,West,1,I
N,F,2. Some College,113360,2_<=25,Y,E,,N,Sales/Service,1Low,Owner,South,3,E
N,M,2. Some College,114580,2_<=25,Y,E,,N,Professional,1Low,Owner,South,8,E
Y,M,1. HS,105250,7_>65,Y,D,Married,N,Retired,1Low,Owner,Midwest,5,D
Y,M,4. Grad,211680,5_<=55,N,E,Married,U,Blue Collar,1Low,Renter,Midwest,3,D
N,M,1. HS,0,7_>65,N,C,Married,Y,Retired,1Low,,Midwest,5,H
Y,M,2. Some College,620864,4_<=45,Y,B,Married,Y,Professional,1Low,Owner,West,3,J
Y,F,4. Grad,168950,5_<=55,Y,D,Married,N,Professional,1Low,Owner,Northeast,2,F
Y,F,3. Bach,0,3_<=35,Y,A,,U,Sales/Service,1Low,,South,4,G
Y,M,4. Grad,1313886,3_<=35,Y,B,,U,Professional,1Low,Owner,West,4,G
Y,M,1. HS,0,6_<=65,Y,B,Married,N,Retired,1Low,Owner,Northeast,1,E
N,F,3. Bach,184558,4_<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,South,1,E
N,M,4. Grad,572250,5_<=55,Y,C,Married,N,Professional,3High,Owner,West,1,K
N,F,4. Grad,330815,3_<=35,N,E,,Y,Professional,3High,Owner,West,1,G
Y,F,4. Grad,366000,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,South,1,F
Y,M,4. Grad,283291,6_<=65,Y,C,Married,N,Others,2Med,Owner,Northeast,1,I
N,M,1. HS,166661,3_<=35,Y,F,Single,Y,Blue Collar,1Low,Owner,Northeast,4,E
N,F,1. HS,644953,2_<=25,N,G,,U,Professional,1Low,Owner,Northeast,2,E
N,F,0. <HS,66969,4_<=45,Y,I,Single,U,Sales/Service,1Low,Owner,South,8,D
N,F,3. Bach,688662,5_<=55,Y,E,Married,Y,Professional,1Low,Owner,West,4,E
Y,M,2. Some College,587510,7_>65,Y,E,,N,Blue Collar,1Low,Owner,South,1,H
Y,F,3. Bach,606476,1_Unk,Y,C,,N,Sales/Service,3High,Owner,Northeast,1,G
N,U,0. <HS,270592,1_Unk,Y,F,,U,Farm,1Low,Owner,West,3,E
Y,M,4. Grad,523200,5_<=55,N,B,Married,U,Professional,3High,Owner,South,1,F
Y,M,1. HS,482848,1_Unk,Y,F,,U,Professional,1Low,Owner,South,2,F
N,M,2. Some College,130124,3_<=35,N,E,Single,Y,Blue Collar,1Low,Renter,Midwest,5,F
Y,F,1. HS,638162,5_<=55,Y,C,,U,Professional,3High,Owner,West,1,H
N,M,1. HS,375505,7_>65,Y,D,Married,N,Sales/Service,1Low,Owner,South,1,H
Y,M,2. Some College,134070,4_<=45,N,E,Married,Y,Professional,1Low,Owner,Midwest,2,E
Y,M,0. <HS,251790,7_>65,Y,E,,U,Retired,2Med,Owner,Northeast,1,B
Y,F,2. Some College,0,5_<=55,Y,H,Married,U,Professional,1Low,Owner,West,2,H
Y,M,1. HS,504125,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,J
Y,M,2. Some College,320187,6_<=65,Y,B,Married,N,Sales/Service,2Med,Owner,Midwest,1,J
Y,M,4. Grad,553175,7_>65,Y,B,Married,Y,Retired,1Low,Owner,West,2,G
Y,F,1. HS,155979,4_<=45,Y,E,Married,U,Sales/Service,2Med,Owner,Northeast,4,G
N,F,3. Bach,560914,1_Unk,Y,B,,N,Professional,1Low,Owner,Northeast,1,F
N,F,0. <HS,134288,5_<=55,N,F,,Y,Others,1Low,,Northeast,9,D
Y,M,3. Bach,842646,4_<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,H
N,F,2. Some College,0,1_Unk,N,E,,U,Sales/Service,1Low,Renter,Midwest,9,G
N,M,0. <HS,0,1_Unk,N,E,Married,Y,Blue Collar,1Low,,South,5,D
N,F,1. HS,0,4_<=45,N,D,Married,N,Professional,1Low,Owner,Midwest,3,F
N,F,3. Bach,972007,3_<=35,Y,E,Married,U,Professional,1Low,Owner,West,1,E
Y,M,4. Grad,126549,5_<=55,Y,J,Married,Y,Blue Collar,1Low,Owner,South,4,E
N,M,1. HS,230229,4_<=45,Y,B,,N,Blue Collar,1Low,Owner,South,5,E
N,M,2. Some College,208102,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,South,4,E
N,M,3. Bach,211481,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,2,G
N,U,3. Bach,0,4_<=45,Y,G,Single,N,Professional,1Low,Renter,South,9,H
N,M,3. Bach,329616,6_<=65,Y,B,Married,N,Professional,1Low,Owner,West,3,F
Y,M,2. Some College,0,5_<=55,Y,J,Married,N,Professional,1Low,Owner,West,5,E
N,F,1. HS,141547,5_<=55,N,F,Married,N,Blue Collar,1Low,Owner,Midwest,8,C
Y,F,4. Grad,583161,6_<=65,Y,B,Single,Y,Sales/Service,3High,Owner,South,1,G
N,F,0. <HS,233914,3_<=35,N,E,Married,Y,Blue Collar,1Low,Owner,South,3,H
Y,M,2. Some College,264128,6_<=65,Y,B,Married,Y,Sales/Service,2Med,Owner,South,1,C
N,F,1. HS,42728,7_>65,N,J,,N,Retired,1Low,Owner,South,3,A
Y,M,2. Some College,120426,4_<=45,Y,B,Married,Y,Professional,1Low,Owner,South,1,E
N,M,4. Grad,379058,3_<=35,N,J,Married,Y,Professional,1Low,Owner,South,1,A
N,M,1. HS,175108,5_<=55,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,2,G
Y,M,2. Some College,421270,1_Unk,Y,G,Single,U,Sales/Service,1Low,,Northeast,9,C
N,M,0. <HS,150975,6_<=65,N,I,Married,N,Blue Collar,1Low,Owner,South,8,E
N,M,2. Some College,82469,2_<=25,Y,D,,N,Blue Collar,1Low,Owner,Northeast,5,D
Y,F,3. Bach,0,4_<=45,N,E,,U,Blue Collar,1Low,Owner,West,7,G
Y,M,3. Bach,211449,4_<=45,Y,E,Married,Y,Retired,1Low,Owner,South,1,E
N,F,0. <HS,143283,4_<=45,Y,J,Married,Y,Blue Collar,1Low,Owner,South,3,F
Y,M,3. Bach,644102,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,J
N,F,3. Bach,314846,3_<=35,N,E,Married,U,Professional,1Low,Renter,Northeast,1,I
Y,M,3. Bach,795264,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,J
Y,M,2. Some College,0,6_<=65,Y,H,Married,N,Retired,1Low,Owner,West,4,F
Y,U,,1500000,3_<=35,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,2,C
N,F,0. <HS,122239,4_<=45,N,F,Married,Y,Sales/Service,1Low,,South,9,D
Y,F,4. Grad,138750,3_<=35,Y,E,,Y,Professional,1Low,Owner,Midwest,3,F
N,M,1. HS,331142,3_<=35,Y,G,Single,Y,Sales/Service,1Low,Renter,Northeast,8,F
N,M,2. Some College,88455,6_<=65,N,F,Married,Y,Blue Collar,1Low,Renter,Midwest,9,B
N,F,1. HS,0,7_>65,N,D,,N,Retired,1Low,Owner,West,4,E
Y,M,3. Bach,547725,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,K
N,M,2. Some College,200287,2_<=25,N,F,,U,Professional,1Low,Renter,West,2,F
Y,M,1. HS,0,4_<=45,Y,E,Married,Y,Blue Collar,1Low,Renter,West,2,E
N,M,2. Some College,455950,5_<=55,Y,B,Married,Y,Others,3High,Owner,West,1,J
Y,M,0. <HS,216604,5_<=55,Y,B,Married,Y,Professional,1Low,Owner,Midwest,1,D
Y,F,3. Bach,0,4_<=45,Y,G,Single,Y,Professional,1Low,Renter,Northeast,6,E
Y,M,4. Grad,364523,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Northeast,1,G
N,F,0. <HS,181212,5_<=55,Y,I,Married,U,Others,1Low,Owner,Northeast,8,E
N,M,3. Bach,448471,4_<=45,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,L
Y,M,2. Some College,257839,5_<=55,Y,E,Married,U,Blue Collar,2Med,Owner,West,3,E
N,F,1. HS,157156,7_>65,Y,D,,N,Retired,1Low,Owner,South,3,E
Y,M,3. Bach,309701,4_<=45,Y,C,Married,Y,Blue Collar,3High,Owner,South,3,E
N,F,0. <HS,0,1_Unk,N,J,Married,U,Sales/Service,1Low,Owner,Northeast,5,C
N,M,4. Grad,460089,4_<=45,Y,B,,N,Professional,1Low,Owner,Midwest,3,E
Y,M,2. Some College,354250,4_<=45,N,E,,Y,Professional,1Low,,West,1,G
Y,M,4. Grad,331479,1_Unk,N,C,,Y,Sales/Service,3High,Owner,South,1,H
N,F,2. Some College,125895,4_<=45,Y,J,Married,U,Blue Collar,1Low,Owner,West,7,B
Y,M,3. Bach,562276,5_<=55,Y,C,Married,Y,Professional,3High,Owner,West,1,J
Y,M,2. Some College,137492,1_Unk,N,F,Single,U,Blue Collar,1Low,Renter,South,8,D
N,M,2. Some College,356191,4_<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,3,F
Y,M,3. Bach,0,3_<=35,Y,E,,U,Professional,1Low,Owner,South,1,E
Y,M,1. HS,168633,5_<=55,Y,G,Married,U,Blue Collar,1Low,Owner,South,4,A
Y,F,2. Some College,616122,5_<=55,Y,E,Married,Y,Sales/Service,2Med,Owner,Northeast,1,G
N,F,2. Some College,0,5_<=55,Y,H,Single,U,Sales/Service,1Low,Renter,South,9,A
Y,M,,160160,2_<=25,N,F,Married,N,Blue Collar,1Low,Renter,West,5,C
N,F,1. HS,42793,7_>65,N,D,Married,U,Retired,1Low,Owner,South,1,E
N,F,0. <HS,81750,5_<=55,N,I,Married,N,Sales/Service,1Low,Owner,Northeast,4,A
Y,M,2. Some College,1812106,5_<=55,Y,B,Married,Y,Professional,3High,Owner,South,1,L
Y,F,2. Some College,223450,6_<=65,Y,E,Single,U,Sales/Service,2Med,Owner,West,3,E
Y,M,,68888,1_Unk,Y,J,,N,Others,1Low,Owner,South,1,E
Y,M,3. Bach,532835,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,J
Y,M,1. HS,348080,7_>65,Y,B,Married,N,Retired,3High,Owner,South,1,H
N,F,1. HS,0,2_<=25,N,E,,U,Professional,1Low,,Midwest,8,D
N,M,0. <HS,225139,7_>65,N,E,Married,N,Retired,2Med,Owner,South,2,E
N,M,3. Bach,484047,1_Unk,Y,C,,U,Sales/Service,3High,Owner,West,1,G
N,F,1. HS,62228,3_<=35,N,G,Single,Y,Blue Collar,1Low,Renter,South,4,F
N,M,3. Bach,810578,7_>65,Y,D,Married,N,Retired,3High,Owner,South,1,H
Y,M,2. Some College,275443,6_<=65,Y,D,,N,Professional,1Low,Owner,Northeast,1,H
N,M,2. Some College,102383,7_>65,N,D,Married,N,Retired,1Low,Owner,West,6,D
N,F,4. Grad,531516,6_<=65,Y,B,Married,N,Professional,3High,Owner,Midwest,1,L
Y,F,2. Some College,0,1_Unk,Y,B,,N,Sales/Service,1Low,Renter,Northeast,4,G
Y,M,3. Bach,0,3_<=35,Y,G,Single,U,Blue Collar,1Low,Renter,Northeast,5,D
N,F,2. Some College,183120,5_<=55,Y,C,,Y,Sales/Service,1Low,,South,7,E
N,M,0. <HS,201650,1_Unk,N,G,,Y,Blue Collar,1Low,Renter,West,8,B
Y,M,3. Bach,689425,7_>65,Y,B,Married,U,Retired,3High,Owner,Northeast,1,J
N,M,4. Grad,771196,6_<=65,N,B,,N,Professional,1Low,,South,1,I
N,M,1. HS,112413,5_<=55,N,E,Married,Y,Blue Collar,1Low,Renter,South,2,D
N,M,3. Bach,0,4_<=45,N,G,Single,Y,Blue Collar,1Low,Renter,South,9,B
Y,M,4. Grad,568435,5_<=55,Y,C,Married,Y,Sales/Service,3High,Owner,West,1,L
Y,M,4. Grad,597320,6_<=65,Y,C,Married,U,Professional,2Med,Owner,Northeast,1,G
Y,F,4. Grad,98100,4_<=45,N,B,Married,U,Sales/Service,1Low,Owner,Northeast,1,K
Y,M,1. HS,171402,7_>65,Y,D,Married,U,Retired,1Low,Owner,Midwest,1,G
N,M,0. <HS,41965,1_Unk,N,F,Single,U,Sales/Service,1Low,Renter,Midwest,9,E
N,M,,299096,7_>65,N,C,,U,Retired,1Low,Owner,South,6,G
N,U,2. Some College,243452,4_<=45,N,D,,N,Professional,1Low,Owner,South,1,G
N,M,4. Grad,653029,7_>65,Y,B,Married,N,Retired,1Low,Owner,West,1,F
Y,M,2. Some College,242087,4_<=45,Y,C,Married,Y,Professional,1Low,Owner,South,2,B
Y,F,3. Bach,644844,5_<=55,Y,C,,Y,Professional,3High,Owner,South,1,F
Y,M,2. Some College,505411,7_>65,Y,D,Married,N,Professional,1Low,Owner,South,1,G
Y,M,2. Some College,169386,3_<=35,N,E,,Y,Blue Collar,1Low,Owner,South,2,F
N,F,0. <HS,0,1_Unk,Y,B,Married,N,Retired,1Low,Owner,West,2,K
N,M,1. HS,0,6_<=65,N,B,Single,N,Sales/Service,1Low,Owner,Midwest,3,D
Y,F,4. Grad,216223,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Northeast,2,G
Y,F,2. Some College,143360,4_<=45,Y,J,Married,N,Sales/Service,1Low,Owner,South,2,E
Y,M,0. <HS,249522,5_<=55,N,E,Married,U,Professional,2Med,Owner,Midwest,1,F
N,F,4. Grad,0,6_<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,3,F
N,F,3. Bach,157731,7_>65,N,I,,N,Retired,1Low,Renter,Midwest,8,F
N,M,3. Bach,293253,6_<=65,Y,I,Single,N,Professional,1Low,Owner,Midwest,3,E
Y,M,3. Bach,153477,1_Unk,Y,F,,U,Professional,1Low,Owner,South,6,A
N,M,1. HS,151193,1_Unk,N,G,,U,Others,1Low,Renter,Midwest,9,C
N,M,0. <HS,32591,1_Unk,N,I,Married,U,Sales/Service,1Low,Owner,South,8,D
Y,M,4. Grad,939078,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,B
N,F,0. <HS,0,1_Unk,Y,G,,Y,Sales/Service,1Low,Renter,Northeast,8,D
Y,M,4. Grad,533555,5_<=55,Y,B,,N,Blue Collar,3High,Owner,South,1,K
Y,F,1. HS,270494,6_<=65,Y,H,,N,Retired,2Med,Owner,West,2,E
Y,F,4. Grad,882028,6_<=65,Y,B,,Y,Professional,3High,Owner,West,1,G
N,M,2. Some College,293564,2_<=25,Y,J,,Y,Others,2Med,Owner,South,5,F
Y,M,4. Grad,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,Northeast,8,G
Y,M,1. HS,70632,5_<=55,Y,F,Married,U,Professional,1Low,Owner,South,6,E
Y,F,3. Bach,396548,5_<=55,Y,C,Single,Y,Professional,2Med,Owner,South,1,H
Y,M,1. HS,0,7_>65,N,G,,N,Retired,1Low,,South,1,C
N,M,2. Some College,391647,4_<=45,N,E,Married,Y,Professional,3High,Owner,West,1,G
Y,M,2. Some College,245721,1_Unk,N,C,Married,U,Sales/Service,3High,Owner,West,2,E
Y,F,2. Some College,237075,5_<=55,Y,E,,Y,Professional,2Med,Owner,South,4,J
N,F,1. HS,178080,5_<=55,N,I,,N,Sales/Service,1Low,Owner,Midwest,4,B
N,F,1. HS,0,7_>65,N,D,Married,N,Retired,1Low,Owner,West,5,G
N,M,1. HS,1000000,7_>65,N,D,Married,N,Retired,1Low,Owner,South,4,C
N,F,3. Bach,290201,5_<=55,Y,C,Married,U,Professional,1Low,Owner,Midwest,1,F
Y,F,3. Bach,0,1_Unk,Y,F,Single,N,Sales/Service,1Low,Renter,West,7,C
N,F,2. Some College,450660,2_<=25,Y,F,Married,Y,Sales/Service,1Low,Owner,West,6,C
N,F,2. Some College,101112,3_<=35,Y,J,,Y,Others,1Low,Owner,South,1,E
N,F,1. HS,104634,5_<=55,Y,I,Single,U,Sales/Service,1Low,Owner,South,5,E
Y,F,2. Some College,488538,2_<=25,Y,E,Married,U,Sales/Service,3High,Owner,Northeast,6,I
N,F,3. Bach,0,7_>65,Y,D,Married,N,Professional,1Low,Owner,Midwest,5,F
Y,M,3. Bach,526470,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,K
N,M,3. Bach,279595,4_<=45,N,C,Married,Y,Professional,2Med,Owner,Midwest,1,G
Y,M,2. Some College,334259,3_<=35,Y,C,Married,Y,Blue Collar,1Low,Renter,South,2,F
N,F,4. Grad,505018,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,Northeast,1,K
Y,M,3. Bach,1055120,4_<=45,Y,G,Married,Y,Professional,3High,Owner,West,2,E
Y,M,4. Grad,201301,3_<=35,Y,E,Single,U,Sales/Service,2Med,Owner,Midwest,2,E
Y,M,1. HS,0,5_<=55,N,E,,Y,Blue Collar,1Low,,Midwest,5,F
N,F,3. Bach,0,7_>65,Y,H,,N,Retired,1Low,Owner,Midwest,1,A
Y,F,3. Bach,545904,7_>65,Y,B,Married,N,Retired,1Low,Owner,South,1,I
N,F,1. HS,0,3_<=35,Y,G,Single,Y,Sales/Service,1Low,Renter,West,9,D
Y,M,3. Bach,454633,6_<=65,Y,C,Married,Y,Professional,3High,Owner,South,2,H
N,M,1. HS,525325,5_<=55,N,E,,Y,Others,2Med,Owner,West,1,I
Y,M,1. HS,0,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,6,F
Y,M,1. HS,229968,6_<=65,Y,B,Married,N,Blue Collar,1Low,Owner,Midwest,2,E
