宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装夏装套装妈妈装夏季T恤加肥加大老年人宽松新款两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1exUCHpXXXXayXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=44658548638&ns=1&abbucket=0#detail,48,1209人付款,浙江杭州,88888,自主品牌,薄,"蕾丝,聚酯,其他",2017年夏季,时尚,花色,50-59周岁,宽松,两件套,套头,常规,V领,常规,一粒扣,,纱网
母亲节妈妈装夏装套装中老年女装宽松短款大码T恤上衣40岁50衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1RRqlQFXXXXa7aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548681930379&ns=1&abbucket=0,69,1415人付款,江苏苏州,HJXMTQ1853,荟娟,适中,聚酯,2017年夏季,时尚,建筑,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
200斤胖妈妈装加肥加大码中年女装中老年夏装女短袖T恤老年人上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1648364563/TB2oDkei04opuFjSZFLXXX8mXXa_!!1648364563.jpg,https://item.taobao.com/item.htm?id=529204930512&ns=1&abbucket=0#detail,45,1491人付款,浙江嘉兴,,,薄,,"2016年夏季,2017年夏季",通勤,花鸟图案,,宽松,单件,套头,常规,圆领,其他,,31%(含)-50%(含),
女装夏装短袖t恤妈妈装中长款蕾丝拼接上衣中年妇女大码纯色T恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i5/TB1srXxQpXXXXb6aXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=547619778450&ns=1&abbucket=0#detail,19.9,1876人付款,江苏苏州,蕾丝配色短袖,,适中,聚酯,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,中长款,圆领,,,,
母亲节妈妈夏装T恤上衣40-50岁30中年妇女装两件套装中老年人衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1Gj7CQVXXXXc_aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547242004814&ns=1&abbucket=0,118,1194人付款,浙江嘉兴,smt/2017798,苏米唐,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
母亲节中老年女装春装衬衫40-50岁妈妈夏装短袖t恤中年上衣雪纺衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1aYgYQFXXXXchXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549241895965&ns=1&abbucket=0,108,1653人付款,浙江嘉兴,BDDLY715-,DUOYEREE/朵莹,适中,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绑带
迪葵纳中老年女装夏装短袖T恤裤子两件套中年妈妈装套装WF5834咲,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1Mc.4JpXXXXXDXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530784586664&ns=1&abbucket=0,139,2075人付款,山东济南,WF5834,Dequanna/迪葵纳,,聚酯,2016年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),
中年女装春装T恤2017新款潮两件套装妈妈夏装雪纺衫中老年人裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1fAP7QXXXXXbiapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547324067378&ns=1&abbucket=0,158,2664人付款,浙江嘉兴,JH17AAD-YLW-828,简狐,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,喇叭袖,,96%及以上,
奶奶装夏装套装短袖T恤妈妈两件套中老年人女装60-70岁大码上衣80,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1yvnzQFXXXXXAXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548961975965&ns=1&abbucket=0,55,1262人付款,上海,FCW17B0026,Fc·Facover/法卡文,适中,其他,2017年夏季,时尚,花色,50-59周岁,宽松,两件套,开衫,常规,其他,常规,单排扣,96%及以上,绣花
2017夏装新款凤尾短袖雪纺衫T恤中年中老年女装妈妈装大码夏装女,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/82960950/TB2eT40smFmpuFjSZFrXXayOXXa_!!82960950.jpg,https://item.taobao.com/item.htm?id=35949343591&ns=1&abbucket=0#detail,19.5,1195人付款,江苏苏州,17CX01,老妈吉祥,适中,"聚酯,其他",2017年春季,时尚,其他,40-49周岁,宽松,单件,套头,常规,圆领,常规,,31%(含)-50%(含),
母亲节中年妈妈夏装短袖T恤女上衣40-50岁30妇女装夏季中老年衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1m4BJQpXXXXbKXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547118615434&ns=1&abbucket=0,89,1652人付款,浙江嘉兴,smt/2017757,苏米唐,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绑带
妈妈装夏装套装2017新款短袖T恤上衣裤子中老年人女装棉麻两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1sKM6QFXXXXayXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548580540988&ns=1&abbucket=0,59.9,3398人付款,浙江嘉兴,LD111,LUNOSEODEAN/莲妲,薄,其他,2017年夏季,时尚,纯色,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,绣花
中老年女装夏装衣服40-50岁时尚中年妇女上衣大码胖妈妈装短袖t恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB17nZYQFXXXXXkXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530357401467&ns=1&abbucket=0,128,1774人付款,浙江嘉兴,KD866069,凯帝玫瑰,薄,其他,2016年夏季,时尚,复古图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绣花
妈妈夏装上衣女40-50岁2017夏新款中老年女装夏季套装雪纺衫T恤潮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1P6bpRXXXXXXSXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550021290730&ns=1&abbucket=0,98,1249人付款,浙江嘉兴,P-X-GT99181,雪夕,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,V领,喇叭袖,,96%及以上,
中老年女装清凉两件套妈妈装夏装大码短袖T恤上衣雪纺衫裙裤套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1t0FoQVXXXXXeapXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549374128357&ns=1&abbucket=0#detail,55,747人付款,江苏苏州,,,薄,雪纺,2017年夏季,高贵,花色,,宽松,两件套,套头,常规,圆领,常规,,,荷叶边
迪葵纳中老年女装春装中年女上衣妈妈装夏装雪纺短袖T恤WQ5347沣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1WdhyQXXXXXXiapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=528675464898&ns=1&abbucket=0,118,1773人付款,山东济南,WQ5347,Dequanna/迪葵纳,适中,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,其他,,96%及以上,
妈妈装夏装T恤短袖上衣40-50岁中老年女装套装2017新款母亲节衣服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1xSvZQpXXXXaWXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=548028737509&ns=1&abbucket=0#detail,49,1843人付款,江苏苏州,B094217,,薄,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,短款,圆领,常规,,96%及以上,
2017新款夏装胖妈妈短袖T恤衫40-50中老年人冰丝上衣服大码婆婆装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1JREUQVXXXXbgaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547179927238&ns=1&abbucket=0,118,1488人付款,浙江嘉兴,PML99667,帕米拉,薄,其他,2017年夏季,休闲,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,镂空
2017夏装短袖两件套中老年女装妈妈装套装短袖T恤+裤子40-50岁60,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1eUdxQVXXXXbLXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549331840575&ns=1&abbucket=0,158,1469人付款,浙江嘉兴,BD17BZ08715,bodycolor/芭蒂卡,薄,其他,2017年夏季,时尚,其他,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,96%及以上,
中老年女装夏装中袖雪纺衫上衣母亲节衣服妈妈夏装T恤女宽松大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1MrRkRXXXXXcXXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550069499554&ns=1&abbucket=0,108.2,1456人付款,湖北武汉,872T393,Bllendal/珀兰朵,薄,聚酯,2017年夏季,知性,复古图案,40-49周岁,宽松,单件,套头,常规,圆领,泡泡袖,,96%及以上,
春季年轻妈妈七分袖30-40岁50春秋装中袖上衣服穿中年人妇女装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1091649906/TB2gDMpo.hnpuFjSZFEXXX0PFXa_!!1091649906.jpg,https://item.taobao.com/item.htm?id=546846323432&ns=1&abbucket=0#detail,25.8,2473人付款,浙江嘉兴,8006,,薄,,2017年夏季,民族风,纯色,40-49周岁,宽松,单件,套头,常规,其他,常规,,,纱网
母亲节妈妈装夏装套装短袖中年人妇女40-50岁中老年女装T恤雪纺衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i7/TB1CuS6QFXXXXXAXXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=547110823440&ns=1&abbucket=0#detail,58.81,1624人付款,上海,QMM-806#,,适中,雪纺,2017年夏季,知性,纯色,40-49周岁,宽松,两件套,套头,常规,V领,常规,,96%及以上,镶钻
中年妈妈装夏装运动套装大码T恤裤子中老年女装2017春新款4050岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1gPeTRXXXXXcnXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548854767178&ns=1&abbucket=0,149,1143人付款,湖北武汉,MH17B28766,梦回青春,薄,聚酯,2017年夏季,运动,条纹,40-49周岁,宽松,两件套,套头,常规,连帽,常规,,51%(含)-70%(含),口袋
2017夏装遮肚子中年妇女妈妈套装30-50镂空大码短袖七分裤两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1m4r1QVXXXXcJaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547477577725&ns=1&abbucket=0,36,2217人付款,江苏苏州,qfy0.0,俏芙伊,适中,聚酯,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,中长款,圆领,其他,,96%及以上,
中年运动套装女新款妈妈装夏装短袖T恤+裤子40-50岁中老年女春季,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1S2hyQFXXXXbaXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548471309729&ns=1&abbucket=0,248,2043人付款,浙江嘉兴,JH17BDYLR-87-258,简狐,适中,LYCRA莱卡,2017年夏季,休闲,其他,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,30%及以下,口袋
中老年短袖T恤女宽松中年妇女妈妈夏装上衣40-50岁打底衫大码女装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1btN3QFXXXXaJXVXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=548590505426&ns=1&abbucket=0#detail,23.9,1788人付款,上海,DFHY-699,,薄,其他,2017年夏季,民族风,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,褶皱
中老年女装夏季蝙蝠袖T恤妈妈装夏装短袖上衣大码中年印花打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB10II4MXXXXXa9XFXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=531083313960&ns=1&abbucket=0#detail,25.8,1949人付款,江苏苏州,,,薄,"聚酯,棉","2016年夏季,2017年夏季",知性,其他,40-49周岁,修身,单件,套头,常规,圆领,,,,
中老年女装夏装新款短袖T恤40-50岁大码妈妈装上衣中年女夏打底衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1.p5CQFXXXXX4XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548728801123&ns=1&abbucket=0,9.8,2429人付款,上海,FCW17B0025,Fc·Facover/法卡文,适中,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,其他,常规,单排两粒扣,96%及以上,纽扣
中老年女装两件套装妈妈装大码中年女夏装雪纺短袖T恤上衣+裤子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1rZ9gQVXXXXalXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549384412597&ns=1&abbucket=0,158,1417人付款,浙江杭州,P722610G0,胖织缘福,薄,聚酯,2017年夏季,休闲,条纹,40-49周岁,直筒,两件套,套头,常规,圆领,常规,,96%及以上,
中老年人女装夏装T恤中年妇女妈妈装大码上衣服奶奶装短袖针织衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2456241514/TB2izbljwRkpuFjy1zeXXc.6FXa_!!2456241514.jpg,https://item.taobao.com/item.htm?id=547513672217&ns=1&abbucket=0#detail,138,1406人付款,浙江嘉兴,zjdl1808,织冷暖,薄,其他,2017年夏季,朴实,纯色,50-59周岁,宽松,单件,套头,常规,方领,常规,,51%(含)-70%(含),钉珠
中老年人大码翻领短袖T恤中年女装妈妈装夏装全棉女上衣40-50岁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2630028870/TB2PC.6mFXXXXXTXpXXXXXXXXXX_!!2630028870.jpg,https://item.taobao.com/item.htm?id=529541305726&ns=1&abbucket=0#detail,29,1460人付款,江苏苏州,L-613-2017,,适中,"纯棉,棉",2017年夏季,运动,大花,40-49周岁,修身,单件,套头,常规,POLO领,常规,,,
迪葵纳妈妈装夏装新品中老年女装上衣宽松短袖中年女T恤WF5368咲,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1ZdnBMXXXXXchXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529054346874&ns=1&abbucket=0,129,1437人付款,山东济南,WF5368,Dequanna/迪葵纳,,聚酯,2016年夏季,时尚,大花,40-49周岁,宽松,单件,套头,常规,圆领,插肩袖,,96%及以上,
中老年胖妈妈装夏装短袖裤子两件套中年女装T恤大码宽松衣服套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1GsK6QFXXXXaNaXXXXXXXXXXX_!!2-item_pic.png,https://item.taobao.com/item.htm?id=546105943051&ns=1&abbucket=0#detail,178,1556人付款,浙江嘉兴,,,薄,其他,2017年夏季,居家,花鸟图案,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,口袋
中老年女装夏装套装老人加肥加大码T恤上衣妈妈装短袖夏季两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1IahSQVXXXXaEXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44462883362&ns=1&abbucket=0,69,2532人付款,上海,jg-taozhuang134,简港,薄,其他,2017年夏季,时尚,花色,,修身,两件套,套头,常规,圆领,常规,,96%及以上,
中老年女装夏装套装妈妈装短袖大码T恤衫上衣裤子老人宽松两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1QJVaQVXXXXc9XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=533074213638&ns=1&abbucket=0,69,1023人付款,上海,4664,简港,薄,其他,2017年夏季,时尚,花色,,宽松,单件,套头,常规,圆领,常规,,96%及以上,
妈妈装夏装中袖T恤衫40-50中老年女装春装新款宽松长袖上衣打底衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1093751076/TB26xI.gH8kpuFjy0FcXXaUhpXa_!!1093751076.jpg,https://item.taobao.com/item.htm?id=546324897327&ns=1&abbucket=0#detail,28.5,1534人付款,江苏苏州,3,,薄,"雪纺,聚酯",2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绑带
2017中老年女装新款夏装中年妈妈装短袖T恤40-50岁仿真丝打底衫潮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/268504757/TB2qkEtlgJlpuFjSspjXXcT.pXa_!!268504757.jpg,https://item.taobao.com/item.htm?id=547595646073&ns=1&abbucket=0#detail,29.9,2067人付款,江苏苏州,T6140,,薄,其他,2017年夏季,时尚,大花,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,,
中老年女装夏装母亲节妈妈装春装大码T恤中年纱袖衣服夏季40岁50,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1PxtnQpXXXXXNXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546659285251&ns=1&abbucket=0,68,1877人付款,浙江嘉兴,LQ17ALL9853,辣秋,薄,其他,2017年春季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,51%(含)-70%(含),镶钻
母亲节衣服妈妈装夏装套装中年妇女短袖T恤中老年女装上衣40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB13jXvPVXXXXXUapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546015226511&ns=1&abbucket=0,118,1484人付款,浙江嘉兴,TFNQAYL1802,拓芙尼,薄,聚酯,2017年夏季,时尚,复古图案,40-49周岁,宽松,单件,套头,短款,V领,常规,,96%及以上,
母亲节衣服妈妈装夏装套装短袖T恤40岁中老年女装雪纺衬衫上衣50,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/872210787/TB2FMm8nHJmpuFjSZFwXXaE4VXa_!!872210787.jpg,https://item.taobao.com/item.htm?id=548589238002&ns=1&abbucket=0#detail,59.4,1044人付款,上海,QMM-19179,,适中,雪纺,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,POLO领,常规,,,
中老年女装夏装40-50岁30中年妈妈母亲节上衣服2017新款短袖套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1ZUzjQVXXXXc.XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547162670240&ns=1&abbucket=0,69,2509人付款,江苏苏州,NLH-3221603,尼罗鹤,薄,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,短款,圆领,常规,,96%及以上,
中年妇女夏季宽松T恤中老年40-50岁老人上衣服短袖妈妈装夏装女装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2204444864/TB2tOAbjSVmpuFjSZFFXXcZApXa_!!2204444864.jpg,https://item.taobao.com/item.htm?id=547014895142&ns=1&abbucket=0#detail,15.9,991人付款,北京,B1126,other/其他,适中,其他,2017年夏季,通勤,碎花,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,,褶皱
中老年妈妈装女夏装短袖t恤中年两件套宽松上衣40-50岁雪纺衫套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1659107884/TB2IPsVbCB0XKJjSZFsXXaxfpXa_!!1659107884.jpg,https://item.taobao.com/item.htm?id=549544994569&ns=1&abbucket=0#detail,35.5,816人付款,上海,,,薄,雪纺,2017年夏季,时尚,肌理图案,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,81%(含)-90%(含),绣花
恺诗依中老年女装夏装套装加大码T恤上衣中年妈妈装短袖两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1ZhBpKpXXXXaAXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547249872347&ns=1&abbucket=0,69,1764人付款,上海,4534,Caitheiy/恺诗依,薄,其他,2017年春季,时尚,纯色,40-49周岁,修身,两件套,套头,常规,圆领,常规,,96%及以上,
妈妈装夏装中年女士上衣短袖t恤大码针织衫中老年女装桑蚕丝真丝,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/856367379/TB2mX6QoVXXXXX6XXXXXXXXXXXX_!!856367379.jpg,https://item.taobao.com/item.htm?id=528488517420&ns=1&abbucket=0#detail,79,1219人付款,浙江嘉兴,,澳群卡奴,薄,"聚酯,蚕丝,棉,其他","2017年春季,2017年夏季",知性,其他,50-59周岁,宽松,单件,套头,常规,圆领,常规,,51%(含)-70%(含),镶钻
中老年女装长袖T恤中年人秋装女翻领上衣服妈妈装春秋长袖打底衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1702231801/TB2gnEvcY0kpuFjy0FjXXcBbVXa_!!1702231801.jpg,https://item.taobao.com/item.htm?id=529209639373&ns=1&abbucket=0#detail,36,1505人付款,上海,22408,,适中,"聚酯,棉",2017年春季,朴实,其他,40-49周岁,宽松,单件,套头,常规,POLO领,常规,,,绣花
天天特价中老年女装夏季宽松胖妈妈装T恤衫大码女士短袖衬衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/869279609/TB2uaAGlFXXXXa3XXXXXXXXXXXX_!!869279609.jpg,https://item.taobao.com/item.htm?id=527823899169&ns=1&abbucket=0#detail,14.9,1123人付款,北京,,,适中,涤纶,"2017年春季,2017年夏季",民族风,碎花,,宽松,单件,套头,常规,圆领,常规,,91%(含)-95%(含),
中老年女夏装短袖T恤打底衫中年妇女宽松衬衣妈妈装大码休闲衬衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2320150575/TB29ejEnb4npuFjSZFmXXXl4FXa_!!2320150575.jpg,https://item.taobao.com/item.htm?id=547249999550&ns=1&abbucket=0#detail,39.9,2041人付款,江苏苏州,ZYT-2,,薄,"聚酯,棉",2017年夏季,民族风,其他,40-49周岁,宽松,单件,套头,中长款,立领,常规,三粒扣,96%及以上,纽扣
春装中老年条纹T恤女装全棉V领妈妈装长袖打底衫女式上衣黑白小衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/883223725/TB2Sfaba4hmpuFjSZFyXXcLdFXa_!!883223725.jpg,https://item.taobao.com/item.htm?id=543415827278&ns=1&abbucket=0#detail,29.1,1721人付款,上海,,听妈妈的话,适中,"棉,莫代尔,LYCRA莱卡",2017年春季,通勤,条纹,40-49周岁,修身,单件,套头,常规,V领,常规,单排扣,81%(含)-90%(含),纽扣
中年妈妈夏装套装2017新款潮短袖T恤上衣40-50岁中老年女装两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1DVI3QFXXXXcbXFXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=547635040384&ns=1&abbucket=0#detail,55,1175人付款,江苏无锡,压轴雪纺套装,伊丹蝶,薄,"雪纺,聚酯",2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,半开领,泡泡袖,单排扣,96%及以上,褶皱
中老年妈妈装春装套装短袖T恤中年女装夏装阔腿裤40-50岁两件套潮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1dBk5QpXXXXXLaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547491671731&ns=1&abbucket=0,118,2052人付款,江苏苏州,TZ-2052,AngeMas/恩歌玛索,,其他,2017年春季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
中老年女装夏季套装宽松T恤短袖妈妈装夏装阔腿裤套装40-50岁薄款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1BNhuRXXXXXX0XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549168652738&ns=1&abbucket=0,59,4754人付款,江苏苏州,GBT3267,歌宝缇,薄,其他,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,其他,,96%及以上,
母亲节中老年女装夏装套装雪纺t恤上衣40-50岁中年人妈妈装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/789661493/TB2u.DQd4tmpuFjSZFqXXbHFpXa_!!789661493.jpg,https://item.taobao.com/item.htm?id=521477240950&ns=1&abbucket=0#detail,35,1846人付款,江苏苏州,,other/其他,适中,其他,2017年春季,休闲,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),
母亲节中老年女装夏装短款妈妈装打底T恤衫大码婚礼老人衣服上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1laQAQXXXXXaTXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547298938518&ns=1&abbucket=0,138,2035人付款,浙江嘉兴,YJJ17A1311,YANJIJI/羊吉吉,薄,其他,2017年春季,知性,抽象图案,40-49周岁,宽松,单件,套头,常规,V领,,,96%及以上,纽扣
妈妈夏装上衣宽松t恤中年女装40-50岁2017新款时尚清凉短袖雪纺衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/927220329/TB2ESsWl3xlpuFjSszbXXcSVpXa_!!927220329.jpg,https://item.taobao.com/item.htm?id=548857804522&ns=1&abbucket=0#detail,29.5,1215人付款,江苏苏州,YL0019,,超薄,"雪纺,聚酯",2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,,镂空
中老年女装短袖妈妈装夏装套装中年妇女T恤40-50岁上衣夏季雪纺衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1dduuQVXXXXbqXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547555494686&ns=1&abbucket=0,39,1971人付款,江苏无锡,88665Z,BLOSSOMFIELD/芭菲蒂,适中,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,荷叶边
中老年女装夏装衬衫妈妈装七分袖衬衣T恤老人上衣大码开衫女奶奶,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2802501756/TB2GWMmd4dkpuFjy0FbXXaNnpXa_!!2802501756.jpg,https://item.taobao.com/item.htm?id=545100478844&ns=1&abbucket=0#detail,28,1632人付款,北京,1781,other/其他,薄,聚酯,"2017年春季,2017年夏季",时尚,碎花,50-59周岁,修身,单件,开衫,常规,其他,常规,单排扣,81%(含)-90%(含),纽扣
母亲节2017夏装妈妈装宽松大码雪纺印花上衣中老年知性短袖T恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1fJU3PVXXXXbWXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546641395894&ns=1&abbucket=0,99,980人付款,浙江宁波,SHM217-X28,水卉曼,薄,聚酯,2017年夏季,知性,碎花,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,褶皱
