ID,Gender,Height_cm,Weight_kg,Shoe size_cm
7947,Male,162,76,26.5
7948,Female,165,61,24.5
7949,Male,177,89,28.5
7950,Female,155,55,22.5
7951,Male,186,88,29.5
7952,Female,151,52,22
7953,Male,174,77,28
7954,Female,157,62,23
7955,Female,159,54,23
7956,Female,155,58,22.5
7957,Female,164,68,24.5
7958,Male,172,77,28
7959,Female,160,64,24
7960,Male,177,91,28.5
7961,Female,154,51,22.5
7962,Female,173,72,25.5
7963,Male,177,83,28.5
7964,Female,162,65,24
7965,Female,151,57,22
7966,Male,188,103,30
7967,Male,178,86,28.5
7968,Female,169,69,25
7969,Female,149,50,22
7970,Female,163,61,24
7971,Female,158,69,22.5
7972,Female,168,68,25
7973,Male,173,83,28
7974,Female,166,59,25
7975,Female,160,58,24
7976,Female,153,55,22.5
7977,Female,165,63,24.5
7978,Female,168,65,25
7979,Male,177,88,28
7980,Female,162,60,23.5
7981,Female,167,72,24.5
7982,Female,161,59,24
7983,Male,181,91,29
7984,Male,191,104,30
7985,Male,176,94,29
7986,Male,177,80,28.5
7987,Female,162,64,24
7988,Male,180,86,28.5
7989,Male,177,77,28.5
7990,Male,176,81,28.5
7991,Female,175,76,25.5
7992,Female,149,46,22.5
7993,Female,157,49,23
7994,Female,158,52,23
7995,Female,180,79,27.5
7996,Female,159,57,23
7997,Male,187,104,29.5
7998,Male,173,81,28.5
7999,Male,181,93,29
8000,Male,171,84,28
8001,Male,164,78,27
8002,Male,168,72,27.5
8003,Female,161,54,24
8004,Male,170,77,28
8005,Male,182,89,29
8006,Female,158,56,23
8007,Female,176,68,26.5
8008,Female,167,62,24.5
8009,Female,154,59,22.5
8010,Male,182,88,29
8011,Male,183,90,29.5
8012,Male,172,77,28.5
8013,Male,175,87,28.5
8014,Female,164,62,24.5
8015,Male,187,97,30.5
8016,Female,163,62,24
8017,Female,176,82,26.5
8018,Female,155,46,22.5
8019,Female,161,60,24
8020,Male,172,83,28
8021,Male,164,72,27
8022,Male,186,103,30
8023,Male,175,85,29
8024,Male,170,79,28
8025,Male,169,79,27.5
8026,Male,172,82,28
8027,Female,156,53,23
8028,Male,175,81,28.5
8029,Female,176,76,26
8030,Male,176,94,29
8031,Male,164,61,27
8032,Male,165,70,27.5
8033,Female,163,59,24.5
8034,Male,185,95,29.5
8035,Male,169,75,27.5
8036,Female,165,69,24.5
8037,Female,168,67,25
8038,Female,164,56,24.5
8039,Male,180,95,30
8040,Female,167,79,24.5
8041,Female,173,68,25.5
8042,Female,166,65,24.5
8043,Female,155,56,22.5
8044,Male,170,75,28
8045,Female,159,49,23
8046,Female,165,64,24.5
8047,Male,177,89,28.5
8048,Female,152,59,22.5
8049,Male,185,91,29.5
8050,Male,175,77,28.5
8051,Male,185,88,29.5
8052,Female,166,70,24.5
8053,Male,166,75,27.5
8054,Female,166,66,24
8055,Female,163,53,24
8056,Female,171,77,25
8057,Male,166,71,27.5
8058,Male,178,93,28.5
8059,Female,160,58,24
8060,Male,189,98,29.5
8061,Female,166,71,24.5
8062,Female,156,57,23
8063,Female,163,72,24
8064,Female,154,60,22.5
8065,Female,156,53,23
8066,Female,172,73,26.5
8067,Male,179,80,28.5
8068,Male,165,78,27.5
8069,Female,157,55,23
8070,Female,152,46,22.5
8071,Male,181,98,29
8072,Male,177,88,28.5
8073,Female,165,64,25.5
8074,Female,164,66,24.5
8075,Female,174,69,25.5
8076,Female,163,65,24.5
8077,Female,158,54,24
8078,Male,168,75,26.5
8079,Male,170,82,28
8080,Male,169,81,27.5
8081,Female,160,59,24
8082,Male,166,73,27.5
8083,Female,178,82,26.5
8084,Male,169,70,27.5
8085,Male,166,72,27.5
8086,Female,167,69,24.5
8087,Female,157,56,23
8088,Male,171,74,28
8089,Male,188,98,29.5
8090,Male,180,88,29
8091,Male,162,69,27
8092,Female,163,60,24
8093,Female,168,62,25
8094,Male,172,82,28
8095,Female,165,66,24.5
8096,Female,161,56,24.5
8097,Female,160,59,23
8098,Female,165,64,24.5
8099,Male,169,79,27.5
8100,Male,176,92,28.5
8101,Female,162,62,24
8102,Male,184,92,29
8103,Male,175,79,28.5
8104,Male,176,84,28.5
8105,Male,164,72,27
8106,Female,157,58,23
8107,Female,160,59,24
8108,Male,169,72,27.5
8109,Female,178,83,26.5
8110,Female,151,46,22
8111,Female,175,76,25.5
8112,Female,177,87,26.5
8113,Male,181,100,29
8114,Female,172,69,25.5
8115,Male,177,85,28.5
8116,Female,151,48,22
8117,Female,158,50,23
8118,Male,175,86,28.5
8119,Female,171,68,25
8120,Female,160,69,24
8121,Female,162,70,24
8122,Male,157,64,26
8123,Female,165,63,24.5
8124,Male,184,103,30
8125,Male,175,89,28.5
8126,Female,160,64,24
8127,Male,172,76,28
8128,Male,159,67,26
8129,Male,192,101,30
8130,Female,157,58,23
8131,Female,163,64,24
8132,Male,187,94,29.5
8133,Male,166,79,27.5
8134,Female,168,69,25
8135,Male,182,97,29.5
8136,Male,158,63,26
8137,Female,152,50,22.5
8138,Female,164,62,24.5
8139,Male,180,87,29
8140,Male,188,94,29.5
8141,Female,160,55,24
8142,Female,167,62,24.5
8143,Female,146,43,21
8144,Male,195,113,31
8145,Female,161,62,23.5
8146,Male,166,82,27.5
8147,Female,161,58,24
8148,Male,179,93,28.5
8149,Male,180,92,29
8150,Male,173,83,28
8151,Female,166,65,24.5
8152,Female,154,59,22.5
8153,Male,178,83,28.5
8154,Male,178,78,28.5
8155,Female,167,65,24.5
8156,Female,162,57,24
8157,Male,176,97,29
8158,Male,184,97,29
8159,Female,157,64,23
8160,Female,167,63,24.5
8161,Female,158,64,23
8162,Male,176,92,27.5
8163,Male,173,77,28
8164,Female,158,56,23
8165,Male,178,90,28.5
8166,Male,187,101,29.5
8167,Female,147,41,20.5
8168,Male,176,82,28.5
8169,Female,164,64,24.5
8170,Male,163,67,27
8171,Female,164,66,24.5
8172,Male,175,75,29
8173,Female,159,60,23
8174,Male,170,74,28
8175,Male,186,88,29.5
8176,Female,163,64,24
8177,Female,166,66,24.5
8178,Female,152,51,22.5
8179,Female,155,60,22.5
8180,Female,167,72,24.5
8181,Male,171,75,28
8182,Female,159,62,23
8183,Male,171,79,28
8184,Male,177,99,29
8185,Female,171,72,25
8186,Male,169,70,27.5
8187,Female,171,75,25
8188,Female,166,62,24.5
8189,Female,164,64,24.5
8190,Male,176,91,28.5
8191,Male,174,76,28
8192,Male,172,76,28
8193,Female,165,58,24.5
8194,Female,154,50,22.5
8195,Female,156,57,23
8196,Male,181,81,29
8197,Male,168,91,28
8198,Male,164,64,26.5
8199,Female,163,63,24
8200,Female,169,65,25
8201,Male,174,79,27
8202,Female,158,59,23
8203,Female,159,58,23
8204,Male,186,93,29.5
8205,Male,183,87,29
8206,Male,170,87,28.5
8207,Male,181,92,29
8208,Male,170,85,28
8209,Male,174,80,28
8210,Female,171,71,25
8211,Male,162,66,27
8212,Male,168,81,27.5
8213,Male,179,88,28.5
8214,Male,172,83,28
8215,Male,181,90,29
8216,Male,178,84,28.5
8217,Male,178,83,28.5
8218,Female,169,76,25
8219,Male,185,97,29.5
8220,Male,173,86,28
8221,Female,162,69,24
8222,Male,170,79,28
8223,Male,173,78,28
8224,Male,175,78,28.5
8225,Female,174,74,25.5
8226,Female,159,57,23
8227,Female,162,61,24
8228,Male,167,78,27.5
8229,Female,159,58,23
8230,Female,163,57,24
8231,Female,168,72,25
8232,Male,172,77,28
8233,Female,158,61,23
8234,Female,168,73,25
8235,Female,150,58,22
8236,Female,167,62,24.5
8237,Male,166,70,27.5
8238,Male,169,78,27.5
8239,Male,167,71,27.5
8240,Male,164,69,26.5
8241,Female,169,72,24
8242,Male,182,97,29
8243,Female,150,56,22
8244,Male,170,79,28
8245,Female,162,59,24
8246,Female,163,64,23
8247,Male,162,73,27
8248,Female,166,65,24.5
8249,Female,156,51,23
8250,Male,179,92,28.5
8251,Female,157,50,23
8252,Male,164,71,27
8253,Male,170,80,28.5
8254,Female,168,73,26
8255,Female,159,57,23.5
8256,Female,165,68,24.5
8257,Male,191,96,30
8258,Male,178,84,28.5
8259,Female,145,42,21
8260,Female,150,47,22
8261,Female,171,73,25
8262,Male,167,75,27.5
8263,Male,181,90,29
8264,Female,157,46,23
8265,Male,176,85,28.5
8266,Male,183,93,29
8267,Female,158,58,23
8268,Male,175,94,29
8269,Female,160,64,24
8270,Female,162,69,24
8271,Female,161,70,24
8272,Female,161,69,24
8273,Female,158,65,23
8274,Male,174,88,28
8275,Female,161,59,24
8276,Male,167,82,27.5
8277,Male,175,83,28.5
8278,Male,168,73,27
8279,Female,165,58,24.5
8280,Female,163,63,23.5
8281,Male,181,91,28.5
8282,Female,160,73,24
8283,Male,165,70,27.5
8284,Male,186,91,29.5
8285,Male,176,81,28.5
8286,Female,159,58,22.5
8287,Male,162,73,27.5
8288,Male,185,97,29.5
8289,Female,169,67,25
8290,Male,170,82,28
8291,Male,175,78,29
8292,Female,157,61,23
8293,Female,167,60,24.5
8294,Female,166,62,23.5
8295,Male,178,82,28.5
8296,Female,171,67,25
8297,Male,178,87,28.5
8298,Male,179,94,28.5
8299,Female,161,59,24
8300,Male,175,85,28.5
8301,Female,163,70,24
8302,Female,154,51,23
8303,Female,183,85,
8304,Male,182,96,29
8305,Male,175,81,28.5
8306,Male,170,74,28
8307,Female,175,71,24.5
8308,Male,183,98,29
8309,Male,183,92,29
8310,Female,159,60,22
8311,Female,158,50,23
8312,Male,171,84,28
8313,Female,160,63,24
8314,Female,153,52,22.5
8315,Male,179,84,28
8316,Female,150,41,22
8317,Male,172,81,28
8318,Female,156,61,24
8319,Female,165,67,24.5
8320,Female,170,72,25
8321,Female,176,80,26.5
8322,Male,173,85,28
8323,Female,154,51,22.5
8324,Male,176,95,29
8325,Female,158,56,23
8326,Male,167,87,28
8327,Female,157,50,23
8328,Male,180,96,29
8329,Female,173,73,25.5
8330,Female,167,67,25.5
8331,Male,174,84,28
8332,Male,170,80,28
8333,Male,183,91,28
8334,Male,180,90,29
8335,Female,165,67,24.5
8336,Female,162,59,24
8337,Male,172,82,28
8338,Female,163,55,24
8339,Male,168,78,27.5
8340,Female,163,57,24
8341,Male,183,98,28
8342,Female,168,68,25
8343,Male,179,90,28.5
8344,Male,177,89,28.5
8345,Female,161,61,24
8346,Male,182,90,29.5
8347,Female,158,59,23
8348,Female,165,60,24.5
8349,Male,161,70,27
8350,Male,166,78,27.5
8351,Female,164,61,24.5
8352,Female,167,66,24.5
8353,Male,169,82,27.5
8354,Male,182,92,29
8355,Female,172,78,25.5
8356,Male,162,70,27
8357,Male,174,81,28
8358,Female,166,66,24.5
8359,Male,174,78,28
8360,Female,169,69,26
8361,Male,175,88,28.5
8362,Male,186,99,29.5
8363,Male,181,98,29
8364,Male,168,74,27.5
8365,Female,173,79,25.5
8366,Female,156,60,23
8367,Female,149,46,22
8368,Female,159,55,23
8369,Male,179,87,28.5
8370,Male,176,86,28.5
8371,Male,180,91,29
8372,Male,184,89,29
8373,Female,165,65,24.5
8374,Male,170,79,28
8375,Female,173,79,25.5
8376,Female,158,64,23
8377,Male,179,83,28.5
8378,Female,155,59,21.5
8379,Male,172,77,28
8380,Female,165,66,24.5
8381,Female,165,67,24.5
8382,Female,148,47,22
8383,Male,176,85,28.5
8384,Female,168,74,25
8385,Male,176,85,28.5
8386,Male,179,93,28.5
8387,Female,162,60,24
8388,Male,181,95,28.5
8389,Female,167,69,24.5
8390,Male,175,87,28.5
8391,Female,166,74,24.5
8392,Male,164,69,27
8393,Male,174,69,28
8394,Female,164,59,24.5
8395,Female,160,61,24
8396,Female,150,46,22
8397,Female,169,66,25
8398,Male,180,83,28.5
8399,Male,177,81,28.5
8400,Female,160,57,24
8401,Female,171,73,25
8402,Female,161,60,24
8403,Male,192,107,30
8404,Female,170,67,25
8405,Male,179,88,28.5
8406,Male,165,72,27.5
8407,Female,165,67,25
8408,Female,160,63,24.5
8409,Female,157,64,23
8410,Female,167,64,24.5
8411,Male,168,73,27.5
8412,Male,182,85,29
8413,Male,174,83,28
8414,Female,176,73,26.5
8415,Female,165,63,24.5
8416,Female,150,45,22
8417,Female,159,68,23
8418,Male,171,80,28
8419,Male,162,72,27
8420,Female,165,58,24.5
8421,Male,173,83,28
8422,Female,152,43,23
8423,Female,159,62,23
8424,Male,178,98,29
8425,Male,193,106,30
8426,Female,152,49,22.5
8427,Female,160,56,24
8428,Female,157,56,23
8429,Male,183,94,29
8430,Male,178,85,28.5
8431,Male,187,97,29.5
8432,Male,176,81,28
8433,Male,169,81,27.5
8434,Female,172,73,25.5
8435,Male,176,87,28.5
8436,Male,172,84,28
8437,Male,170,81,28
8438,Male,176,80,28.5
8439,Female,166,64,24.5
8440,Female,160,57,24
8441,Female,164,55,24.5
8442,Male,186,94,29.5
8443,Male,164,80,26.5
8444,Male,167,75,27.5
8445,Male,167,77,28
8446,Female,171,72,25
8447,Male,185,94,29.5
8448,Female,159,57,23
8449,Female,164,69,24.5
8450,Female,163,71,24
8451,Male,172,69,28
8452,Male,177,85,28.5
8453,Male,171,86,28
8454,Female,174,76,25.5
8455,Male,175,88,28.5
8456,Female,159,61,23
8457,Female,173,67,25.5
8458,Female,170,65,25
8459,Male,184,93,29
8460,Female,157,57,23
8461,Female,165,70,24.5
8462,Female,165,65,24.5
8463,Male,171,88,28.5
8464,Male,189,98,29.5
8465,Male,179,88,28.5
8466,Male,162,71,27
8467,Female,171,68,25
8468,Male,171,77,28
8469,Female,175,72,25.5
8470,Female,168,71,24.5
8471,Female,163,63,24
8472,Female,163,63,24
8473,Male,166,86,28
8474,Male,183,96,29
8475,Female,158,63,23
8476,Female,170,66,25
8477,Female,150,46,22
8478,Male,178,85,28.5
8479,Female,159,63,23
8480,Female,161,65,24.5
8481,Male,171,79,28
8482,Male,172,80,28
8483,Male,185,100,29.5
8484,Male,181,85,29
8485,Female,162,67,24.5
8486,Female,152,47,22.5
8487,Female,166,71,24.5
8488,Male,188,96,29.5
8489,Male,170,80,28
8490,Female,175,71,25.5
8491,Male,174,85,28
8492,Female,161,65,24
8493,Male,169,74,27.5
8494,Male,172,87,28
8495,Male,175,88,28.5
8496,Male,192,104,30
8497,Male,179,84,28.5
8498,Male,179,90,29.5
8499,Female,163,65,24
8500,Female,164,65,24.5
8501,Female,154,44,22.5
8502,Female,168,64,25
8503,Female,156,63,23
8504,Male,186,90,29.5
8505,Male,166,85,28.5
8506,Male,167,75,27.5
8507,Male,179,87,28.5
8508,Female,163,68,24
8509,Female,170,70,25
8510,Male,182,95,29
8511,Male,173,89,27.5
8512,Female,162,65,24
8513,Male,173,79,28
8514,Male,185,94,29.5
8515,Female,169,75,25
8516,Male,173,79,28
8517,Female,158,60,23.5
8518,Male,169,76,28
8519,Male,176,84,28.5
8520,Male,177,86,28.5
8521,Male,172,73,28
8522,Male,178,86,28.5
8523,Male,172,82,29
8524,Female,157,56,23
8525,Male,180,91,29
8526,Male,173,81,28
8527,Female,163,68,24
8528,Female,171,73,25
8529,Female,165,57,25
8530,Female,153,52,22.5
8531,Female,154,52,22.5
8532,Male,177,86,27.5
8533,Female,152,51,22.5
8534,Male,175,83,28.5
8535,Female,171,81,25
8536,Male,183,93,29
8537,Female,168,69,25
8538,Female,167,63,24.5
8539,Female,161,53,25
8540,Female,175,71,25.5
8541,Male,178,79,28.5
8542,Female,157,56,23
8543,Male,156,61,26
8544,Male,188,99,29.5
8545,Female,174,80,25.5
8546,Male,186,102,29.5
8547,Female,173,71,25.5
8548,Female,157,55,23
8549,Male,171,74,28
8550,Male,172,81,28
8551,Male,176,89,28.5
8552,Male,180,95,29
8553,Female,155,54,22.5
8554,Female,160,62,24
8555,Male,172,87,27
8556,Male,174,88,28
8557,Male,172,86,28
8558,Female,161,67,24
8559,Male,180,94,28.5
8560,Female,148,46,22
8561,Male,187,100,29.5
8562,Male,178,83,28.5
8563,Female,155,62,23.5
8564,Male,162,76,27
8565,Male,194,106,30
8566,Female,144,38,21
8567,Male,186,99,29.5
8568,Female,157,56,23
8569,Male,171,81,28
8570,Female,156,46,23
8571,Female,159,57,23
8572,Female,168,64,25
8573,Male,166,78,27.5
8574,Female,162,67,24
8575,Female,158,58,23
8576,Female,161,64,24
8577,Female,169,66,25
8578,Male,173,69,28
8579,Female,160,59,24
8580,Female,167,64,24.5
8581,Male,178,89,28
8582,Female,156,56,23
8583,Female,152,52,22.5
8584,Female,161,59,24.5
8585,Female,158,65,23
8586,Female,158,55,23
8587,Female,164,56,24.5
8588,Female,161,56,24
8589,Female,166,62,24.5
8590,Female,166,64,24.5
8591,Male,170,73,28
8592,Female,168,66,25
8593,Male,174,87,27.5
8594,Female,160,60,24
8595,Male,165,77,27.5
8596,Male,179,89,28.5
8597,Male,185,99,29.5
8598,Female,166,72,24
8599,Female,161,59,24
8600,Female,155,50,22.5
8601,Male,177,93,28.5
8602,Male,167,74,27.5
8603,Male,178,89,28.5
8604,Male,169,76,27.5
8605,Male,173,74,28
8606,Male,162,71,27
8607,Male,177,85,28.5
8608,Male,167,73,27.5
8609,Female,178,79,26.5
8610,Female,168,67,25
8611,Male,183,93,29
8612,Female,162,60,24
8613,Male,189,106,29.5
8614,Female,157,60,23
8615,Male,174,87,28.5
8616,Female,157,57,22.5
8617,Male,178,94,28.5
8618,Male,170,75,28
8619,Female,160,63,24
8620,Male,179,87,28.5
8621,Female,144,38,21
8622,Female,159,53,23
8623,Male,174,87,28
8624,Male,180,94,29.5
8625,Female,153,51,22.5
8626,Female,168,68,25
8627,Female,150,63,22
8628,Female,167,68,24.5
8629,Male,181,93,29
8630,Female,170,74,25
8631,Male,172,83,27
8632,Male,166,68,27.5
8633,Male,171,82,28
8634,Male,173,79,28
8635,Male,182,90,29
8636,Female,166,73,24.5
8637,Male,161,69,26
8638,Female,171,76,25
8639,Female,170,78,25
8640,Female,159,51,23.5
8641,Male,186,100,29.5
8642,Male,175,83,28.5
8643,Female,172,73,25.5
8644,Female,166,63,24.5
8645,Female,171,64,25
8646,Female,164,64,23.5
8647,Male,182,94,29.5
8648,Female,166,68,24.5
8649,Male,160,64,27
8650,Male,183,91,29
8651,Female,170,70,25
8652,Female,161,64,24
8653,Male,170,76,28
8654,Female,161,59,24
8655,Male,173,83,28
8656,Female,156,50,24
8657,Female,161,60,24
8658,Male,182,93,29
8659,Male,185,100,29.5
8660,Female,163,55,24.5
8661,Female,175,81,25.5
8662,Female,164,66,24.5
8663,Male,169,82,27.5
8664,Female,156,57,23
8665,Male,180,90,29
8666,Male,171,87,28
8667,Male,165,74,27.5
8668,Male,181,94,28.5
8669,Male,174,82,28
8670,Female,162,62,24
8671,Male,174,83,28
8672,Male,179,90,28.5
8673,Male,168,84,27.5
8674,Female,155,55,22.5
8675,Male,167,75,27.5
8676,Female,158,60,23
8677,Female,174,70,25
8678,Female,162,58,24
8679,Male,182,92,29
8680,Female,154,59,22.5
8681,Male,180,93,29.5
8682,Female,167,66,24.5
8683,Male,175,82,28.5
8684,Female,160,53,24
8685,Female,159,66,23
8686,Male,190,101,30
8687,Male,184,91,29
8688,Female,166,60,23.5
8689,Female,164,70,24.5
8690,Male,171,90,28.5
8691,Female,168,71,25
8692,Male,176,92,28.5
8693,Female,170,79,25
8694,Male,154,56,25
8695,Female,165,69,24.5
8696,Male,171,85,28
8697,Male,168,83,27.5
8698,Female,149,47,22
8699,Male,175,90,29
8700,Female,147,44,21
8701,Male,180,89,29
8702,Female,162,66,24
8703,Female,159,49,23
8704,Male,169,87,28
8705,Male,177,96,29
8706,Male,175,88,29
8707,Female,166,69,24.5
8708,Male,183,95,29
8709,Female,160,60,23.5
8710,Male,168,79,27.5
8711,Female,160,54,24
8712,Male,181,85,29
8713,Female,172,73,25.5
8714,Female,166,62,24.5
8715,Male,180,90,29.5
8716,Male,183,97,29
8717,Female,163,61,24
8718,Male,166,80,27.5
8719,Female,158,52,23
8720,Male,186,95,29.5
8721,Female,150,50,22
8722,Male,172,78,28
8723,Male,175,84,28
8724,Female,168,64,25
8725,Female,162,63,24
8726,Female,166,69,24.5
8727,Male,189,102,29.5
8728,Male,173,88,28
8729,Female,172,75,25.5
8730,Female,161,58,25
8731,Female,161,63,24
8732,Female,149,43,22
8733,Male,168,75,27.5
8734,Female,155,47,22.5
8735,Female,167,72,24
8736,Female,157,61,23.5
8737,Female,157,59,23
8738,Male,173,91,28.5
8739,Male,167,73,27.5
8740,Male,167,85,28
8741,Female,153,59,23
8742,Female,165,63,24.5
8743,Male,168,81,27.5
8744,Female,169,66,25
8745,Male,180,91,29
8746,Female,167,64,24.5
8747,Female,158,59,24
8748,Male,164,80,27
8749,Male,182,92,29
8750,Female,162,52,24
8751,Male,162,67,27
8752,Male,173,77,28
8753,Female,164,58,25
8754,Male,174,91,28.5
8755,Male,176,78,28
8756,Male,168,74,27.5
8757,Male,163,76,27
8758,Male,186,98,29.5
8759,Female,151,60,22
8760,Female,152,48,22.5
8761,Female,169,66,25
8762,Female,167,72,24.5
8763,Male,181,87,29
8764,Female,163,61,25
8765,Female,151,58,22
8766,Female,165,67,24.5
8767,Female,154,55,22.5
8768,Male,175,82,28.5
8769,Female,163,62,24
8770,Male,174,88,28
8771,Female,152,53,22.5
8772,Female,170,70,25
8773,Male,183,93,29
8774,Female,154,47,22.5
8775,Male,177,83,28.5
8776,Female,164,64,24.5
8777,Female,166,65,24.5
8778,Female,161,59,24
8779,Female,154,52,22
8780,Male,171,87,28
8781,Male,176,90,28.5
8782,Female,167,68,24.5
8783,Male,171,81,28
8784,Male,181,93,29
8785,Female,168,74,25
8786,Male,173,85,28
8787,Male,181,91,29
8788,Male,166,79,27.5
8789,Male,175,81,28.5
8790,Female,162,64,24
8791,Male,175,82,28.5
8792,Male,187,99,29.5
8793,Female,154,40,22
8794,Female,162,56,24
8795,Male,183,86,29
8796,Female,156,62,23
8797,Female,157,61,23
8798,Male,168,82,27.5
8799,Female,160,62,24
8800,Female,166,63,24.5
8801,Female,167,63,24.5
8802,Female,163,63,24
8803,Female,161,61,24
8804,Female,166,64,24.5
8805,Male,173,87,27.5
8806,Male,170,78,28
8807,Male,174,86,28
8808,Female,170,74,25
8809,Male,175,74,28.5
8810,Male,182,86,29
8811,Male,175,95,29
8812,Male,170,87,28.5
8813,Male,179,82,28.5
8814,Male,167,76,27
8815,Male,174,95,28.5
8816,Female,148,53,22
8817,Male,163,69,27
8818,Female,160,63,24
8819,Female,161,60,24
8820,Male,174,82,28
8821,Male,176,81,28.5
8822,Male,180,85,29
8823,Female,167,72,24.5
8824,Male,179,88,28.5
8825,Female,162,67,24
8826,Female,155,64,22.5
8827,Female,165,67,24.5
8828,Female,168,67,25
8829,Female,145,43,22
8830,Female,159,60,23.5
8831,Male,174,83,28
8832,Male,175,85,29
8833,Male,172,84,28
8834,Male,178,84,28.5
8835,Male,174,79,28
8836,Female,154,51,22.5
8837,Female,164,61,24.5
8838,Female,157,48,23
8839,Female,162,62,24
8840,Male,169,84,28
8841,Male,182,85,29
8842,Male,186,94,30.5
8843,Female,160,59,24
8844,Female,161,62,24
8845,Male,177,81,28.5
8846,Female,166,63,24.5
8847,Male,171,80,28
8848,Male,181,101,29
8849,Female,154,55,22.5
8850,Female,161,62,24
8851,Male,179,88,28.5
8852,Male,176,80,28.5
8853,Male,178,92,28.5
8854,Male,180,93,28.5
8855,Male,177,83,28.5
8856,Male,175,85,28.5
8857,Female,153,50,22.5
8858,Female,164,63,24.5
8859,Female,154,55,22.5
8860,Male,181,89,29
8861,Male,174,90,28
8862,Male,168,75,27.5
8863,Male,176,84,28.5
8864,Female,168,71,25
8865,Female,166,64,24.5
8866,Female,161,61,24
8867,Male,176,84,28.5
8868,Female,153,55,22.5
8869,Male,180,93,29
8870,Female,153,46,22.5
8871,Female,163,63,24
8872,Male,164,71,27
8873,Female,169,65,25
8874,Female,169,67,25
8875,Female,153,55,22.5
8876,Female,155,64,22.5
8877,Female,157,57,23
8878,Female,167,68,24.5
8879,Female,162,62,24
8880,Female,160,56,24
8881,Female,162,65,24
8882,Female,165,70,24.5
8883,Male,176,91,28
8884,Male,176,91,28.5
8885,Female,168,70,25
8886,Male,179,87,28.5
8887,Male,176,84,28.5
8888,Female,166,77,24.5
8889,Female,152,52,22.5
8890,Male,166,69,27.5
8891,Male,181,82,29
8892,Female,160,60,23.5
8893,Male,179,89,28.5
8894,Female,158,66,23
8895,Male,170,85,28
8896,Female,153,59,22.5
8897,Male,168,83,27.5
8898,Female,153,47,22.5
8899,Female,162,62,24
8900,Female,177,80,26.5
8901,Female,151,54,22
8902,Male,178,95,28.5
8903,Female,168,66,24.5
8904,Female,161,65,24
8905,Male,170,82,28
8906,Female,162,67,24
8907,Male,175,80,28.5
8908,Male,169,76,27.5
8909,Female,168,67,25
8910,Female,164,62,24.5
8911,Male,186,97,30
8912,Male,182,87,29
8913,Female,158,63,23
8914,Female,161,62,24
8915,Female,163,58,24
8916,Female,163,57,24
8917,Female,166,70,24.5
8918,Male,168,81,27.5
8919,Female,174,75,25.5
8920,Male,178,86,28.5
8921,Male,168,76,27.5
8922,Female,161,60,24
8923,Female,158,62,23
8924,Female,153,59,22.5
8925,Female,153,45,22.5
8926,Female,162,66,24
8927,Female,163,67,23
8928,Female,172,73,25.5
8929,Male,170,72,28
8930,Male,177,84,28.5
8931,Female,165,59,24.5
8932,Female,164,62,24.5
8933,Male,184,99,29
8934,Female,165,64,24.5
8935,Female,152,59,22.5
8936,Female,163,65,24
8937,Female,150,47,22
8938,Female,170,72,25
8939,Female,162,53,24
8940,Female,161,66,24
8941,Male,178,84,28.5
8942,Male,173,83,28
8943,Male,182,96,29
8944,Male,170,74,28
8945,Female,164,65,24.5
8946,Female,159,58,23
8947,Male,172,84,28.5
8948,Male,172,79,28
8949,Male,187,94,30
8950,Male,177,90,28.5
8951,Male,167,83,27.5
8952,Male,158,68,26
8953,Male,168,71,27.5
8954,Female,160,53,24
8955,Female,165,65,24.5
8956,Male,170,88,28.5
8957,Female,158,60,23
8958,Male,164,70,27
8959,Male,170,74,28
8960,Male,164,74,27
8961,Male,165,83,28
8962,Male,165,71,27.5
8963,Female,159,61,22.5
8964,Male,170,79,28
8965,Female,163,59,24
8966,Male,182,87,29
8967,Female,177,73,26
8968,Male,187,94,29.5
8969,Male,174,80,28
8970,Male,178,90,28.5
8971,Male,180,82,29
8972,Male,172,72,28
8973,Male,183,101,29
8974,Male,161,73,27
8975,Male,178,80,29.5
8976,Female,164,69,24.5
8977,Male,169,81,27.5
8978,Male,171,81,28
8979,Female,157,63,23
8980,Male,186,87,29.5
8981,Male,169,78,27.5
8982,Female,166,69,24.5
8983,Female,170,70,25
8984,Female,169,67,25
8985,Male,181,96,29
8986,Female,168,70,25
8987,Male,180,92,29
8988,Female,159,46,23
8989,Female,157,60,23
8990,Female,154,54,22.5
8991,Male,158,63,26
8992,Female,158,52,23
8993,Male,188,98,29.5
8994,Female,155,55,22.5
8995,Male,175,87,28.5
8996,Female,155,54,22.5
8997,Female,150,45,22
8998,Male,176,92,28.5
8999,Female,168,69,25
9000,Male,169,76,27.5
9001,Female,168,75,25
9002,Female,163,63,25
9003,Female,176,78,26.5
9004,Male,191,103,30.5
9005,Male,180,83,29
9006,Male,182,87,29
9007,Male,177,87,28.5
9008,Female,160,61,24
9009,Female,156,50,23
9010,Male,171,84,28
9011,Male,176,82,28.5
9012,Male,169,86,28
9013,Male,173,87,28
9014,Female,160,54,24
9015,Male,183,90,29
9016,Male,191,108,30
9017,Female,177,82,26.5
9018,Female,165,65,24.5
9019,Female,164,61,24.5
9020,Female,162,57,24.5
9021,Male,178,97,29
9022,Female,161,58,24
9023,Male,179,91,28.5
9024,Male,176,83,28.5
9025,Male,187,101,29.5
9026,Female,168,71,25
9027,Female,163,64,24.5
9028,Male,154,62,25
